Columnstatisticscalculator. calculate standard deviation;CallStatistics(execution_times=[datetime.timedelta(microseconds=5), datetime.timedelta(microseconds=5), datetime.timedelta(microseconds=4), datetime.timedelta(microseconds=6), datetime.timedelta(microseconds=5), datetime.timedelta(microseconds=13), datetime.timedelta(microseconds=5), datetime.timedelta(microseconds=5), datetime.timedelta(microseconds=4), datetime.timedelta(microseconds=4), datetime.timedelta(microseconds=5), datetime.timedelta(microseconds=4), datetime.timedelta(microseconds=4), datetime.timedelta(microseconds=5)], call_count=14)
Columnstatisticscalculator.calculate average count;CallStatistics(execution_times=[datetime.timedelta(seconds=5, microseconds=427375), datetime.timedelta(seconds=8, microseconds=985260), datetime.timedelta(seconds=3, microseconds=660093), datetime.timedelta(seconds=3, microseconds=449804), datetime.timedelta(seconds=13, microseconds=892768), datetime.timedelta(seconds=9, microseconds=736563), datetime.timedelta(seconds=3, microseconds=703042), datetime.timedelta(seconds=3, microseconds=619160), datetime.timedelta(seconds=8, microseconds=175521), datetime.timedelta(seconds=2, microseconds=659850), datetime.timedelta(seconds=2, microseconds=487112), datetime.timedelta(seconds=22, microseconds=727805), datetime.timedelta(seconds=4, microseconds=103622), datetime.timedelta(seconds=3, microseconds=883435)], call_count=14)
Columnstatisticscalculator.calculate entropy;CallStatistics(execution_times=[datetime.timedelta(seconds=3, microseconds=982567), datetime.timedelta(seconds=3, microseconds=777166), datetime.timedelta(seconds=3, microseconds=693577), datetime.timedelta(seconds=21, microseconds=230098), datetime.timedelta(seconds=11, microseconds=736040), datetime.timedelta(seconds=22, microseconds=173637), datetime.timedelta(seconds=3, microseconds=542317), datetime.timedelta(seconds=3, microseconds=533981), datetime.timedelta(seconds=19, microseconds=24841), datetime.timedelta(seconds=2, microseconds=744768), datetime.timedelta(seconds=2, microseconds=651067), datetime.timedelta(seconds=12, microseconds=851234), datetime.timedelta(seconds=108, microseconds=393748), datetime.timedelta(seconds=44, microseconds=85747), datetime.timedelta(seconds=136, microseconds=593711)], call_count=15)
Columnstatisticscalculator.calculate min max;CallStatistics(execution_times=[datetime.timedelta(seconds=2, microseconds=438869), datetime.timedelta(seconds=2, microseconds=397337), datetime.timedelta(seconds=1, microseconds=755183), datetime.timedelta(seconds=2, microseconds=436655), datetime.timedelta(seconds=18, microseconds=58168), datetime.timedelta(seconds=19, microseconds=536330), datetime.timedelta(seconds=2, microseconds=400384), datetime.timedelta(seconds=2, microseconds=415380), datetime.timedelta(seconds=2, microseconds=485367), datetime.timedelta(seconds=1, microseconds=700271), datetime.timedelta(seconds=1, microseconds=315435), datetime.timedelta(seconds=1, microseconds=740011), datetime.timedelta(seconds=2, microseconds=411411), datetime.timedelta(seconds=2, microseconds=392763), datetime.timedelta(seconds=2, microseconds=364784)], call_count=15)
Columnstatisticscalculator.calculate number statistics;CallStatistics(execution_times=[datetime.timedelta(seconds=11, microseconds=589748), datetime.timedelta(seconds=16, microseconds=36903), datetime.timedelta(seconds=9, microseconds=265226), datetime.timedelta(seconds=9, microseconds=836128), datetime.timedelta(seconds=145, microseconds=940188), datetime.timedelta(seconds=16, microseconds=962621), datetime.timedelta(seconds=10, microseconds=152927), datetime.timedelta(seconds=10, microseconds=111606), datetime.timedelta(seconds=13, microseconds=491775), datetime.timedelta(seconds=7, microseconds=8175), datetime.timedelta(seconds=7, microseconds=261543), datetime.timedelta(seconds=30, microseconds=116574), datetime.timedelta(seconds=10, microseconds=830677), datetime.timedelta(seconds=10, microseconds=420008)], call_count=14)
Columnstatisticscalculator.calculate variance;CallStatistics(execution_times=[datetime.timedelta(seconds=3, microseconds=30339), datetime.timedelta(seconds=3, microseconds=23237), datetime.timedelta(seconds=2, microseconds=839627), datetime.timedelta(seconds=3, microseconds=9397), datetime.timedelta(seconds=25, microseconds=89208), datetime.timedelta(seconds=3, microseconds=102314), datetime.timedelta(seconds=2, microseconds=993536), datetime.timedelta(seconds=3, microseconds=65942), datetime.timedelta(seconds=2, microseconds=196720), datetime.timedelta(seconds=2, microseconds=276659), datetime.timedelta(seconds=2, microseconds=348501), datetime.timedelta(seconds=3, microseconds=48775), datetime.timedelta(seconds=3, microseconds=16967), datetime.timedelta(seconds=3, microseconds=99999)], call_count=14)
Getdescription. emit columnar statistics;CallStatistics(execution_times=[datetime.timedelta(seconds=1424, microseconds=160592)], call_count=1)
Numericprocessor. calculate distinct rows count;CallStatistics(execution_times=[datetime.timedelta(seconds=3, microseconds=496435)], call_count=1)
Numericprocessor. calculate not null rows count;CallStatistics(execution_times=[datetime.timedelta(microseconds=490703)], call_count=1)
Numericprocessor. calculate null rows count;CallStatistics(execution_times=[datetime.timedelta(microseconds=917535)], call_count=1)
Numericprocessor.process;CallStatistics(execution_times=[datetime.timedelta(seconds=21, microseconds=659605)], call_count=1)
Stringprocessor. calculate characters entropy;CallStatistics(execution_times=[datetime.timedelta(seconds=21, microseconds=230143), datetime.timedelta(seconds=19, microseconds=24884), datetime.timedelta(seconds=12, microseconds=851269), datetime.timedelta(seconds=136, microseconds=593754)], call_count=4)
Stringprocessor. calculate distinct characters count;CallStatistics(execution_times=[datetime.timedelta(seconds=25, microseconds=674446), datetime.timedelta(seconds=22, microseconds=812314), datetime.timedelta(seconds=16, microseconds=371907), datetime.timedelta(seconds=164, microseconds=883399)], call_count=4)
Stringprocessor. calculate distinct messages count;CallStatistics(execution_times=[datetime.timedelta(seconds=4, microseconds=63796), datetime.timedelta(seconds=3, microseconds=551958), datetime.timedelta(seconds=2, microseconds=650426), datetime.timedelta(seconds=246, microseconds=373444)], call_count=4)
Stringprocessor. calculate distinct words count;CallStatistics(execution_times=[datetime.timedelta(seconds=6, microseconds=456725), datetime.timedelta(seconds=6, microseconds=124607), datetime.timedelta(seconds=4, microseconds=424029), datetime.timedelta(seconds=59, microseconds=758666)], call_count=4)
Stringprocessor. calculate messages entropy;CallStatistics(execution_times=[datetime.timedelta(seconds=3, microseconds=777199), datetime.timedelta(seconds=3, microseconds=542352), datetime.timedelta(seconds=2, microseconds=744806), datetime.timedelta(seconds=108, microseconds=393790)], call_count=4)
Stringprocessor. calculate not null rows count;CallStatistics(execution_times=[datetime.timedelta(microseconds=469363), datetime.timedelta(microseconds=478214), datetime.timedelta(microseconds=351993), datetime.timedelta(microseconds=712439)], call_count=4)
Stringprocessor. calculate null rows count;CallStatistics(execution_times=[datetime.timedelta(microseconds=960768), datetime.timedelta(microseconds=928925), datetime.timedelta(seconds=1, microseconds=38879), datetime.timedelta(seconds=1, microseconds=220085)], call_count=4)
Stringprocessor. calculate words entropy;CallStatistics(execution_times=[datetime.timedelta(seconds=3, microseconds=693613), datetime.timedelta(seconds=3, microseconds=534011), datetime.timedelta(seconds=2, microseconds=651103), datetime.timedelta(seconds=44, microseconds=85783)], call_count=4)
Stringprocessor. get count blank spaces statistics;CallStatistics(execution_times=[datetime.timedelta(seconds=9, microseconds=276885), datetime.timedelta(seconds=10, microseconds=164660), datetime.timedelta(seconds=7, microseconds=19541), datetime.timedelta(seconds=10, microseconds=842666)], call_count=4)
Stringprocessor. get message length statistics;CallStatistics(execution_times=[datetime.timedelta(seconds=16, microseconds=45392), datetime.timedelta(seconds=16, microseconds=972906), datetime.timedelta(seconds=13, microseconds=500798), datetime.timedelta(seconds=30, microseconds=125546)], call_count=4)
Stringprocessor. get words length statistics;CallStatistics(execution_times=[datetime.timedelta(seconds=9, microseconds=848106), datetime.timedelta(seconds=10, microseconds=123501), datetime.timedelta(seconds=7, microseconds=273400), datetime.timedelta(seconds=10, microseconds=432269)], call_count=4)
Stringprocessor.process;CallStatistics(execution_times=[datetime.timedelta(seconds=103, microseconds=265978), datetime.timedelta(seconds=99, microseconds=133639), datetime.timedelta(seconds=72, microseconds=597434), datetime.timedelta(seconds=817, microseconds=519162)], call_count=4)
Timestampprocessor. calculate delta time in seconds entropy;CallStatistics(execution_times=[datetime.timedelta(seconds=22, microseconds=173672)], call_count=1)
Timestampprocessor. calculate distinct rows count;CallStatistics(execution_times=[datetime.timedelta(seconds=103, microseconds=323504)], call_count=1)
Timestampprocessor. calculate not null rows count;CallStatistics(execution_times=[datetime.timedelta(microseconds=841939)], call_count=1)
Timestampprocessor. calculate null rows count;CallStatistics(execution_times=[datetime.timedelta(seconds=1, microseconds=351401)], call_count=1)
Timestampprocessor. calculate timestamp entropy;CallStatistics(execution_times=[datetime.timedelta(seconds=11, microseconds=736079)], call_count=1)
Timestampprocessor. get delta time in seconds statistics;CallStatistics(execution_times=[datetime.timedelta(seconds=145, microseconds=940201)], call_count=1)
Timestampprocessor.process;CallStatistics(execution_times=[datetime.timedelta(seconds=309, microseconds=77602)], call_count=1)
Tupleprocessor.process;CallStatistics(execution_times=[datetime.timedelta(microseconds=331)], call_count=1)
Workflowbreakercheckpointer.checkpoint;CallStatistics(execution_times=[datetime.timedelta(seconds=297, microseconds=484299)], call_count=1)

